id,Geographic Area Name,Total Population,Female Total Population,Female Percentage,Male Percentage,Married percentage,50% below the poverty level,Poverty level percentage,High school graduate (includes equivalency) (18-24),Some college or associate's degree (18-24),Bachelor's degree or higher (18-24),High school graduate (includes equivalency) (>25),Some college or Associate's degree (>25),Bachelor's degree (>25),Graduate or professional degree (>25),High school graduate or higher (>25),Bachelor's degree or higher (>25),Total High school degree,Total Some college or associate's degree,Total Bachelor's degree,High school degree percentage,Some college or associate's degree percentage,Bachelor's degree percentage,Hispanic or Latino,Not Hispanic nor Latino,Hispanic or Latino population percentage,Not Hispanic nor Lation population percentage,White, Black or African American,American Indian and Alaska Native alone,Asian,Native Hawaiian and Other Pacific Islander alone, Some Other Race alone,
0500000US48099,"Coryell County, Texas",75576,37853,50.09%,49.91%,44.3,2417,3.20%,5405,3982,304,13295,5248,5377,2720,42492,8097,18700,9230,5681,24.74%,12.21%,8%,16482,66611,21.81%,78.19%,46213,11760,414,1816,1041,389,
0500000US48101,"Cottle County, Texas",1624,883,54.37%,45.63%,42.7,160,9.85%,0,52,4,289,80,126,75,864,201,289,132,130,17.80%,8.13%,8%,327,1053,20.14%,79.86%,902,96,2,0,1,0,
0500000US48103,"Crane County, Texas",4739,2288,48.28%,51.72%,56.4,93,1.96%,249,91,0,1046,214,281,99,2195,380,1295,305,281,27.33%,6.44%,6%,3158,1517,66.64%,33.36%,1342,70,14,22,0,1,
0500000US48105,"Crockett County, Texas",3393,1792,52.82%,47.19%,67.8,136,4.01%,104,10,0,1173,80,130,109,1943,239,1277,90,130,37.64%,2.65%,4%,1920,1178,56.59%,43.41%,1080,18,9,10,0,9,
0500000US48107,"Crosby County, Texas",5753,2854,49.61%,50.39%,48.9,466,8.10%,202,207,39,1227,239,424,133,2854,557,1429,446,463,24.84%,7.75%,8%,2829,2304,49.17%,50.83%,2076,117,8,12,0,6,
0500000US48109,"Culberson County, Texas",2183,973,44.57%,55.43%,32.6,153,7.01%,24,107,0,458,62,211,22,926,233,482,169,211,22.08%,7.74%,10%,1645,543,75.36%,24.64%,445,20,11,28,0,3,
0500000US48111,"Dallam County, Texas",7272,3579,49.22%,50.78%,56.4,237,3.26%,265,73,26,1257,89,586,165,3007,751,1522,162,612,20.93%,2.23%,8%,3707,3408,50.98%,49.02%,3119,74,51,10,3,10,
0500000US48113,"Dallas County, Texas",2622634,1329339,50.69%,49.31%,45.1,157957,6.02%,84198,94842,32475,380373,99082,344893,203004,1355206,547897,464571,193924,377368,17.71%,7.39%,14%,1057835,1555704,40.33%,59.67%,724987,564741,6743,181314,1175,9990,
0500000US48115,"Dawson County, Texas",12849,5786,45.03%,54.97%,42.2,863,6.72%,528,319,32,2725,337,942,229,5796,1171,3253,656,974,25.32%,5.11%,8%,6767,5689,52.67%,47.33%,4590,847,23,56,4,17,
0500000US48117,"Deaf Smith County, Texas",18617,9295,49.93%,50.07%,55.1,1156,6.21%,934,554,28,4138,443,934,381,7967,1315,5072,997,962,27.24%,5.36%,5%,13925,4658,74.80%,25.20%,4233,107,47,44,0,40,
0500000US48119,"Delta County, Texas",5277,2909,55.13%,44.87%,57.3,290,5.50%,171,199,21,1221,307,504,275,3151,779,1392,506,525,26.38%,9.59%,10%,394,4836,7.47%,92.53%,4189,312,42,37,5,30,
0500000US48121,"Denton County, Texas",861690,437846,50.81%,49.19%,53.9,31365,3.64%,21793,40984,10067,100267,42502,175253,85276,528191,260529,122060,83486,185320,14.17%,9.69%,22%,182778,723644,21.21%,78.79%,485646,95386,3582,92751,650,3909,
0500000US48123,"DeWitt County, Texas",20217,9694,47.95%,52.05%,51.6,860,4.25%,524,423,30,5720,1149,1309,438,11850,1747,6244,1572,1339,30.88%,7.78%,7%,6890,12934,34.08%,65.92%,10854,1557,32,70,2,35,
0500000US48125,"Dickens County, Texas",2182,1121,51.38%,48.63%,53.8,126,5.77%,64,11,14,541,111,185,117,1301,302,605,122,199,27.73%,5.59%,9%,512,1258,23.46%,76.54%,1178,18,0,1,2,7,
0500000US48127,"Dimmit County, Texas",10232,5329,52.08%,47.92%,42,2005,19.60%,367,135,41,1972,202,522,437,4377,959,2339,337,563,22.86%,3.29%,6%,7487,1128,73.17%,26.83%,898,72,8,68,10,12,
0500000US48129,"Donley County, Texas",3317,1674,50.47%,49.53%,51.3,208,6.27%,102,299,2,650,183,283,116,1974,399,752,482,285,22.67%,14.53%,9%,356,2902,10.73%,89.27%,2537,167,27,10,1,6,
0500000US48131,"Duval County, Texas",11194,5511,49.23%,50.77%,40.5,1008,9.00%,617,290,0,2169,527,382,272,5027,654,2786,817,382,24.89%,7.30%,3%,7962,1869,71.13%,28.87%,937,145,13,45,0,8,
0500000US48133,"Eastland County, Texas",18289,9156,50.06%,49.94%,51.6,1408,7.70%,570,986,88,3898,1201,1511,905,10697,2416,4468,2187,1599,24.43%,11.96%,9%,2934,14791,16.04%,83.96%,13653,335,96,95,16,26,
0500000US48135,"Ector County, Texas",162067,79662,49.15%,50.85%,47.7,10056,6.20%,5791,6490,755,29184,6846,11342,4729,74089,16071,34975,13336,12097,21.58%,8.23%,7%,100051,65120,61.73%,38.27%,51023,7430,568,2257,327,492,
0500000US48137,"Edwards County, Texas",1944,943,48.51%,51.49%,38.5,12,0.62%,141,0,0,374,86,196,41,1000,237,515,86,196,26.49%,4.42%,10%,718,704,36.93%,63.07%,651,2,5,11,1,2,
0500000US48139,"Ellis County, Texas",179484,90884,50.64%,49.36%,56.8,6074,3.38%,5612,6914,692,31740,9109,19952,9321,100273,29273,37352,16023,20644,20.81%,8.93%,12%,52032,140423,28.99%,71.01%,106495,23738,710,1525,202,790,
0500000US48141,"El Paso County, Texas",836915,423844,50.64%,49.36%,45.1,61140,7.31%,29839,48247,7100,119067,45877,82646,40897,405954,123543,148906,94124,89746,17.79%,11.25%,11%,715351,150306,85.47%,14.53%,98219,24415,2365,10692,1527,2422,
0500000US48143,"Erath County, Texas",42226,21733,51.47%,48.53%,47.5,3555,8.42%,2335,5615,721,6367,1729,5459,2638,21413,8097,8702,7344,6180,20.61%,17.39%,15%,9254,33291,21.92%,78.08%,30006,1194,215,348,13,104,
0500000US48145,"Falls County, Texas",17281,9107,52.70%,47.30%,40,1825,10.56%,608,499,45,4260,877,1095,420,9447,1515,4868,1376,1140,28.17%,7.96%,7%,3965,13003,22.94%,77.06%,8707,3708,55,51,8,42,
0500000US48147,"Fannin County, Texas",35046,16474,47.01%,52.99%,52.1,1991,5.68%,1220,1022,136,8867,1441,2999,1414,21052,4413,10087,2463,3135,28.78%,7.03%,9%,4218,31444,12.04%,87.96%,27042,2199,309,145,20,112,
0500000US48149,"Fayette County, Texas",25247,12661,50.15%,49.85%,54.9,928,3.68%,594,778,93,7294,1312,3011,1114,16458,4125,7888,2090,3104,31.24%,8.28%,12%,5216,19219,20.66%,79.34%,17041,1383,50,67,6,72,
0500000US48151,"Fisher County, Texas",3827,1936,50.59%,49.41%,57.5,209,5.46%,78,103,55,962,302,406,149,2430,555,1040,405,461,27.18%,10.58%,12%,973,2699,25.42%,74.58%,2496,92,15,13,2,11,
0500000US48153,"Floyd County, Texas",5782,2943,50.90%,49.10%,57.2,312,5.40%,237,160,7,1121,285,421,172,2843,593,1358,445,428,23.49%,7.70%,7%,3067,2335,53.04%,46.96%,2079,125,7,12,1,13,
0500000US48155,"Foard County, Texas",1207,598,49.54%,50.46%,57.3,67,5.55%,0,101,0,255,92,84,29,719,113,255,193,84,21.13%,15.99%,7%,197,898,16.32%,83.68%,845,19,0,3,1,2,
0500000US48157,"Fort Bend County, Texas",790892,402637,50.91%,49.09%,58.5,29981,3.79%,20181,28058,9126,90661,38204,141155,95149,461452,236304,110842,66262,150281,14.01%,8.38%,19%,198580,624199,25.11%,74.89%,243726,167964,1269,181522,276,4055,
0500000US48159,"Franklin County, Texas",10767,5319,49.40%,50.60%,57.9,539,5.01%,245,338,63,1852,573,1668,579,6719,2247,2097,911,1731,19.48%,8.46%,16%,1455,8904,13.51%,86.49%,7876,394,39,68,6,61,
0500000US48161,"Freestone County, Texas",19744,9456,47.89%,52.11%,49.5,901,4.56%,541,444,168,4414,1372,1485,567,11360,2052,4955,1816,1653,25.10%,9.20%,8%,3155,16280,15.98%,84.02%,12817,2740,64,66,11,46,
0500000US48163,"Frio County, Texas",20013,7818,39.07%,60.94%,34,492,2.46%,1650,286,74,4217,804,528,498,8124,1026,5867,1090,602,29.32%,5.45%,3%,14171,4214,70.81%,29.19%,3053,705,49,199,9,81,
0500000US48165,"Gaines County, Texas",21077,10399,49.34%,50.66%,54.8,1677,7.96%,1154,449,61,3666,581,836,348,7003,1184,4820,1030,897,22.87%,4.89%,4%,8401,13197,39.86%,60.14%,12554,241,42,72,3,46,
0500000US48167,"Galveston County, Texas",337600,171576,50.82%,49.18%,51.5,15310,4.53%,9660,12167,2798,55832,21814,48194,24717,203368,72911,65492,33981,50992,19.40%,10.07%,15%,88636,262046,26.25%,73.75%,191358,43120,1036,12202,223,1455,
0500000US48169,"Garza County, Texas",6028,2222,36.86%,63.14%,47.2,304,5.04%,482,116,72,1385,107,362,181,2870,543,1867,223,434,30.97%,3.70%,7%,3272,2544,54.28%,45.72%,2162,230,28,25,0,10,
0500000US48171,"Gillespie County, Texas",26668,13784,51.69%,48.31%,59.1,1272,4.77%,724,559,170,5869,1211,4666,2021,17564,6687,6593,1770,4836,24.72%,6.64%,18%,5766,20959,21.62%,78.38%,19884,84,69,127,1,100,
0500000US48173,"Glasscock County, Texas",1447,650,44.92%,55.08%,65.4,150,10.37%,52,90,26,213,26,169,69,648,238,265,116,195,18.31%,8.02%,13%,387,729,26.74%,73.26%,710,8,0,0,3,0,
0500000US48175,"Goliad County, Texas",7578,3809,50.26%,49.74%,51.9,264,3.48%,134,349,8,1354,579,633,224,4424,857,1488,928,641,19.64%,12.25%,8%,2288,4724,30.19%,69.81%,4246,235,18,24,0,16,
0500000US48177,"Gonzales County, Texas",20828,10205,49.00%,51.00%,50.6,933,4.48%,944,342,36,5850,662,1157,518,10250,1675,6794,1004,1193,32.62%,4.82%,6%,9897,9756,47.52%,52.48%,8159,1075,41,63,6,45,
0500000US48179,"Gray County, Texas",22063,10363,46.97%,53.03%,50.3,1190,5.39%,959,564,43,4697,1176,1551,656,11652,2207,5656,1740,1594,25.64%,7.89%,7%,6347,14880,28.77%,71.23%,13025,835,141,127,0,37,
0500000US48181,"Grayson County, Texas",133527,68390,51.22%,48.78%,50.6,7040,5.27%,4051,5564,654,27015,9881,12687,5867,80794,18554,31066,15445,13341,23.27%,11.57%,10%,20868,114675,15.63%,84.37%,95211,7448,1876,1958,58,348,
0500000US48183,"Gregg County, Texas",123633,63541,51.40%,48.61%,47.7,8476,6.86%,4521,5538,426,22429,6844,11908,5064,67844,16972,26950,12382,12334,21.80%,10.02%,10%,24040,100199,19.44%,80.56%,68050,24974,424,1614,47,298,
0500000US48185,"Grimes County, Texas",28447,13106,46.07%,53.93%,48.4,1726,6.07%,1008,594,19,6685,1206,2204,1373,15916,3577,7693,1800,2223,27.04%,6.33%,8%,7361,21907,25.88%,74.12%,16910,3824,85,102,8,84,
0500000US48187,"Guadalupe County, Texas",163030,82389,50.54%,49.46%,54.1,6324,3.88%,6689,5019,993,33049,10020,19500,10704,95736,30204,39738,15039,20493,24.37%,9.22%,13%,65233,107473,40.01%,59.99%,84063,11947,476,3066,353,774,
0500000US48189,"Hale County, Texas",33463,15945,47.65%,52.35%,46.6,2147,6.42%,1413,1656,150,6788,1078,2301,1237,15423,3538,8201,2734,2451,24.51%,8.17%,7%,19489,13033,58.24%,41.76%,10693,1381,99,149,30,69,
0500000US48191,"Hall County, Texas",3025,1560,51.57%,48.43%,50.8,225,7.44%,145,84,4,721,163,275,105,1687,380,866,247,279,28.63%,8.17%,9%,950,1875,31.40%,68.60%,1589,190,7,9,0,3,
0500000US48193,"Hamilton County, Texas",8434,4199,49.79%,50.21%,49.4,370,4.39%,375,195,0,2118,379,933,293,5193,1226,2493,574,933,29.56%,6.81%,11%,1045,7177,12.39%,87.61%,6805,32,37,36,2,17,
0500000US48195,"Hansford County, Texas",5431,2647,48.74%,51.26%,56.8,161,2.96%,149,112,46,919,175,682,95,2393,777,1068,287,728,19.66%,5.28%,13%,2615,2670,48.15%,51.85%,2552,12,16,9,3,18,
0500000US48197,"Hardeman County, Texas",3958,2011,50.81%,49.19%,50.7,303,7.66%,89,120,0,874,214,302,167,2345,469,963,334,302,24.33%,8.44%,8%,818,2731,20.67%,79.33%,2441,130,14,18,1,7,
0500000US48199,"Hardin County, Texas",57356,29605,51.62%,48.38%,54.9,3050,5.32%,2180,1310,240,15374,3551,5397,1621,34481,7018,17554,4861,5637,30.61%,8.48%,10%,3417,52814,5.96%,94.04%,46934,3037,190,399,34,149,
0500000US48201,"Harris County, Texas",4680609,2356526,50.35%,49.65%,47.1,309455,6.61%,140708,177602,45612,683675,212930,613469,353123,2451797,966592,824383,390532,659081,17.61%,8.34%,14%,2034709,2696436,43.47%,56.53%,1309593,885517,8432,344762,3199,23262,
0500000US48203,"Harrison County, Texas",66547,34294,51.53%,48.47%,51.8,5385,8.09%,2032,2202,455,14059,3168,6183,2816,38258,8999,16091,5370,6638,24.18%,8.07%,10%,9839,59000,14.79%,85.21%,42039,13448,294,483,28,267,
0500000US48205,"Hartley County, Texas",5588,2207,39.50%,60.51%,49.8,153,2.74%,89,35,104,1564,144,491,380,3473,871,1653,179,595,29.58%,3.20%,11%,1631,3751,29.19%,70.81%,3403,191,15,24,5,1,
0500000US48207,"Haskell County, Texas",5711,2665,46.66%,53.34%,50.9,415,7.27%,184,124,31,1345,217,389,276,2960,665,1529,341,420,26.77%,5.97%,7%,1377,4039,24.11%,75.89%,3628,181,28,22,5,24,
0500000US48209,"Hays County, Texas",222827,112108,50.31%,49.69%,47.8,13309,5.97%,11350,19750,3485,30680,8018,33431,18424,121470,51855,42030,27768,36916,18.86%,12.46%,17%,92871,148196,41.68%,58.32%,121568,9004,599,4822,144,1009,
0500000US48211,"Hemphill County, Texas",3901,1765,45.25%,54.76%,57.7,155,3.97%,112,193,0,879,134,392,105,1980,497,991,327,392,25.40%,8.38%,10%,1137,2245,29.15%,70.85%,2090,4,18,10,0,4,
0500000US48213,"Henderson County, Texas",81969,41728,50.91%,49.09%,53.7,5716,6.97%,2355,2448,339,19424,4300,6747,3871,49227,10618,21779,6748,7086,26.57%,8.23%,9%,11242,70908,13.71%,86.29%,61854,4705,414,510,31,211,
0500000US48215,"Hidalgo County, Texas",861137,439208,51.00%,49.00%,48.2,108325,12.58%,28167,43667,5721,115900,24439,64879,28857,325021,93736,144067,68106,70600,16.73%,7.91%,8%,800001,70780,92.90%,7.10%,53338,3364,635,8604,78,1915,
0500000US48217,"Hill County, Texas",36109,18045,49.97%,50.03%,53.6,1385,3.84%,1019,1487,54,8456,2155,2987,1339,20880,4326,9475,3642,3041,26.24%,10.09%,8%,7884,27990,21.83%,78.17%,24123,2055,137,188,15,87,
0500000US48219,"Hockley County, Texas",22986,11531,50.17%,49.84%,52.5,1525,6.63%,902,1164,149,4052,1315,1561,689,10866,2250,4954,2479,1710,21.55%,10.78%,7%,10624,10913,46.22%,53.78%,9752,565,82,49,4,59,
0500000US48221,"Hood County, Texas",60025,30787,51.29%,48.71%,63,1851,3.08%,1590,1335,457,12813,2983,8561,4148,39512,12709,14403,4318,9018,24.00%,7.19%,15%,7958,53640,13.26%,86.74%,49815,495,340,468,53,180,
0500000US48223,"Hopkins County, Texas",36708,18683,50.90%,49.10%,55.1,1591,4.33%,1156,1152,248,8468,1769,3708,1546,20937,5254,9624,2921,3956,26.22%,7.96%,11%,6484,30303,17.66%,82.34%,25976,2373,198,277,4,85,
0500000US48225,"Houston County, Texas",22942,10556,46.01%,53.99%,44,1590,6.93%,628,570,63,6122,1237,1850,772,13669,2622,6750,1807,1913,29.42%,7.88%,8%,3071,18995,13.39%,86.61%,12957,5163,94,138,8,58,
0500000US48227,"Howard County, Texas",36213,15836,43.73%,56.27%,43.3,2579,7.12%,1252,1138,50,8590,1582,2263,1051,19842,3314,9842,2720,2313,27.18%,7.51%,6%,16174,18686,44.66%,55.34%,15672,1520,211,386,12,68,
0500000US48229,"Hudspeth County, Texas",4687,2297,49.01%,50.99%,44.8,331,7.06%,89,225,0,976,166,297,11,1761,308,1065,391,297,22.72%,8.34%,6%,2036,1166,43.44%,56.56%,1094,6,6,10,0,7,
0500000US48231,"Hunt County, Texas",96202,49017,50.95%,49.05%,50.5,6161,6.40%,3392,4449,784,21980,4479,8547,4409,54379,12956,25372,8928,9331,26.37%,9.28%,10%,19673,80283,20.45%,79.55%,65598,7812,722,979,151,301,
0500000US48233,"Hutchinson County, Texas",21105,10317,48.88%,51.12%,48.1,1251,5.93%,696,766,87,4700,1185,1646,503,12023,2149,5396,1951,1733,25.57%,9.24%,8%,4961,15656,23.51%,76.49%,13783,416,273,105,2,52,
0500000US48235,"Irion County, Texas",1553,753,48.49%,51.51%,61.4,139,8.95%,40,67,0,413,102,173,46,1005,219,453,169,173,29.17%,10.88%,11%,349,1164,22.47%,77.53%,1112,6,9,0,1,1,
0500000US48237,"Jack County, Texas",8888,3798,42.73%,57.27%,51.7,582,6.55%,345,166,11,2353,422,565,329,5003,894,2698,588,576,30.36%,6.62%,6%,1521,6951,17.11%,82.89%,6358,294,35,41,5,9,
0500000US48239,"Jackson County, Texas",14822,7621,51.42%,48.58%,56,685,4.62%,506,444,111,3291,631,1135,394,8087,1529,3797,1075,1246,25.62%,7.25%,8%,4829,10159,32.58%,67.42%,8510,937,36,158,5,102,
0500000US48241,"Jasper County, Texas",35562,17986,50.58%,49.42%,50,2514,7.07%,1501,706,69,10920,1802,1916,1325,20693,3241,12421,2508,1985,34.93%,7.05%,6%,2198,30782,6.18%,93.82%,23795,5572,127,114,16,72,
0500000US48243,"Jeff Davis County, Texas",2245,1075,47.88%,52.12%,54.4,289,12.87%,124,116,6,256,121,237,260,1341,497,380,237,243,16.93%,10.56%,11%,613,1383,27.31%,72.69%,1282,0,6,14,0,15,
0500000US48245,"Jefferson County, Texas",253136,123680,48.86%,51.14%,45.2,21783,8.61%,8801,10085,1572,54032,13771,21766,10658,141274,32424,62833,23856,23338,24.82%,9.42%,9%,58915,197611,23.27%,76.73%,96047,83856,622,9943,66,867,
0500000US48247,"Jim Hogg County, Texas",5187,2484,47.89%,52.11%,43.2,600,11.57%,141,145,0,1166,109,277,97,2108,374,1307,254,277,25.20%,4.90%,5%,4281,557,82.53%,17.47%,414,5,15,26,5,8,
0500000US48249,"Jim Wells County, Texas",40796,20563,50.40%,49.60%,48.2,4962,12.16%,1161,1445,22,9101,1476,3247,931,20199,4178,10262,2921,3269,25.15%,7.16%,8%,30835,8056,75.58%,24.42%,6963,180,58,140,15,95,
0500000US48251,"Johnson County, Texas",171359,85784,50.06%,49.94%,55.4,8593,5.01%,7125,4358,1076,40122,7913,15089,6780,96083,21869,47247,12271,16165,27.57%,7.16%,9%,42613,137314,24.87%,75.13%,119226,6446,840,1726,929,612,
0500000US48253,"Jones County, Texas",19874,7452,37.50%,62.50%,43.5,588,2.96%,672,174,0,5661,957,1365,393,11718,1758,6333,1131,1365,31.87%,5.69%,7%,5504,14159,27.69%,72.31%,11485,1978,66,111,4,41,
0500000US48255,"Karnes County, Texas",15547,6373,40.99%,59.01%,43.4,1344,8.64%,558,478,140,3824,545,1190,485,7982,1675,4382,1023,1330,28.19%,6.58%,9%,7734,6976,49.75%,50.25%,5388,1116,26,145,1,61,
0500000US48257,"Kaufman County, Texas",129792,65923,50.79%,49.21%,52.3,6530,5.03%,4315,3692,1022,27442,7160,11771,4974,71212,16745,31757,10852,12793,24.47%,8.36%,10%,36165,109145,27.86%,72.14%,78626,21541,623,2107,70,435,
0500000US48259,"Kendall County, Texas",45491,23181,50.96%,49.04%,58.2,1378,3.03%,1585,996,367,5983,2481,8944,5161,29309,14105,7568,3477,9311,16.64%,7.64%,20%,10029,34250,22.05%,77.95%,31767,315,138,355,36,202,
0500000US48261,"Kenedy County, Texas",391,198,50.64%,49.36%,51.5,3,0.77%,0,0,0,39,0,1,3,59,4,39,0,1,9.97%,0.00%,0%,261,89,66.75%,33.25%,73,0,7,0,1,2,
0500000US48263,"Kent County, Texas",704,383,54.40%,45.60%,55.6,12,1.70%,17,0,0,123,39,88,69,447,157,140,39,88,19.89%,5.54%,13%,81,672,11.51%,88.49%,657,2,3,0,0,3,
0500000US48265,"Kerr County, Texas",52195,26918,51.57%,48.43%,52.5,2842,5.44%,1991,1590,120,10714,2731,6890,3797,33868,10687,12705,4321,7010,24.34%,8.28%,13%,13598,39000,26.05%,73.95%,35791,690,156,576,39,187,
0500000US48267,"Kimble County, Texas",4375,2333,53.33%,46.67%,53.4,301,6.88%,174,17,16,1015,174,506,313,2773,819,1189,191,522,27.18%,4.37%,12%,986,3300,22.54%,77.46%,3136,8,14,33,3,8,
0500000US48269,"King County, Texas",279,123,44.09%,55.91%,48.5,101,36.20%,0,0,2,114,2,22,8,174,30,114,2,24,40.86%,0.72%,9%,25,240,8.96%,91.04%,230,0,0,0,4,0,
0500000US48271,"Kinney County, Texas",3674,1487,40.47%,59.53%,45.7,192,5.23%,156,129,0,803,197,372,169,2335,541,959,326,372,26.10%,8.87%,10%,1470,1659,40.01%,59.99%,1489,36,21,10,2,15,
0500000US48273,"Kleberg County, Texas",30725,15213,49.51%,50.49%,42.5,4192,13.64%,1057,3779,864,4727,735,2919,1217,13455,4136,5784,4514,3783,18.83%,14.69%,12%,21920,9120,71.34%,28.66%,6728,995,83,784,1,97,
0500000US48275,"Knox County, Texas",3679,1862,50.61%,49.39%,55.2,142,3.86%,114,63,21,754,171,287,177,1986,464,868,234,308,23.59%,6.36%,8%,1130,2223,30.71%,69.29%,1935,146,8,24,3,5,
0500000US48277,"Lamar County, Texas",49705,25932,52.17%,47.83%,49.7,4817,9.69%,1689,1203,345,11443,2989,4375,2031,29420,6406,13132,4192,4720,26.42%,8.43%,9%,4412,45676,8.88%,91.12%,35354,6378,751,474,25,119,
0500000US48279,"Lamb County, Texas",13018,6545,50.28%,49.72%,47.6,1065,8.18%,297,626,7,2895,639,809,228,6260,1037,3192,1265,816,24.52%,9.72%,6%,7449,5596,57.22%,42.78%,4981,392,15,4,5,24,
0500000US48281,"Lampasas County, Texas",21152,10323,48.80%,51.20%,56.5,943,4.46%,944,426,52,4381,1978,1848,909,13445,2757,5325,2404,1900,25.17%,11.37%,9%,4179,17448,19.76%,80.24%,15132,700,115,242,86,100,
0500000US48283,"La Salle County, Texas",7551,3139,41.57%,58.43%,43.3,547,7.24%,293,387,40,2280,79,305,41,3321,346,2573,466,345,34.07%,6.17%,5%,4908,1756,65.00%,35.00%,1467,221,3,4,0,5,
0500000US48285,"Lavaca County, Texas",20072,10305,51.34%,48.66%,55.8,803,4.00%,499,664,80,5649,1097,1845,634,11963,2479,6148,1761,1925,30.63%,8.77%,10%,3936,16401,19.61%,80.39%,14564,1173,30,74,5,31,
0500000US48287,"Lee County, Texas",17174,8733,50.85%,49.15%,54.6,963,5.61%,602,461,97,4401,829,1135,546,9984,1681,5003,1290,1232,29.13%,7.51%,7%,4479,12999,26.08%,73.92%,10612,1631,47,57,1,37,
0500000US48289,"Leon County, Texas",17325,8744,50.47%,49.53%,58.5,892,5.15%,398,372,22,4837,656,1396,462,10149,1858,5235,1028,1418,30.22%,5.93%,8%,2446,13273,14.12%,85.88%,11659,921,54,111,6,47,
0500000US48291,"Liberty County, Texas",86173,43690,50.70%,49.30%,49.5,4693,5.45%,3613,2300,437,21682,3223,3955,1531,43439,5486,25295,5523,4392,29.35%,6.41%,5%,30797,60831,35.74%,64.26%,50044,7024,291,466,12,329,
0500000US48293,"Limestone County, Texas",23364,11398,48.78%,51.22%,47.6,1787,7.65%,885,573,49,5718,1070,1900,804,13491,2704,6603,1643,1949,28.26%,7.03%,8%,5013,17133,21.46%,78.54%,12530,3636,72,160,18,60,
0500000US48295,"Lipscomb County, Texas",3301,1753,53.11%,46.90%,57.9,215,6.51%,78,135,14,618,135,368,121,1710,489,696,270,382,21.08%,8.18%,12%,1123,1936,34.02%,65.98%,1786,4,29,2,0,4,
0500000US48297,"Live Oak County, Texas",12175,5519,45.33%,54.67%,45.4,699,5.74%,532,258,3,3081,424,607,351,6705,958,3613,682,610,29.68%,5.60%,5%,4790,6545,39.34%,60.66%,5968,205,49,35,3,45,
0500000US48299,"Llano County, Texas",21452,10894,50.78%,49.22%,54.6,728,3.39%,401,403,11,4597,1216,3169,1271,14828,4440,4998,1619,3180,23.30%,7.55%,15%,2508,18735,11.69%,88.31%,17530,97,115,121,4,61,
0500000US48301,"Loving County, Texas",117,34,29.06%,70.94%,37.4,0,0.00%,3,0,0,13,48,0,0,85,0,16,48,0,13.68%,41.03%,0%,1,63,0.85%,99.15%,56,0,1,0,0,1,
0500000US48303,"Lubbock County, Texas",308392,156490,50.74%,49.26%,43.4,27659,8.97%,14150,28078,6381,45903,12102,36555,21962,159397,58517,60053,40180,42936,19.47%,13.03%,14%,109170,201469,35.40%,64.60%,154994,25663,1436,9490,180,968,
0500000US48305,"Lynn County, Texas",5886,2857,48.54%,51.46%,59,351,5.96%,198,119,28,1144,275,582,223,3055,805,1342,394,610,22.80%,6.69%,10%,2352,3244,39.96%,60.04%,2960,105,15,10,4,12,
0500000US48307,"McCulloch County, Texas",7970,3802,47.70%,52.30%,45.5,436,5.47%,422,94,19,1746,321,621,363,4476,984,2168,415,640,27.20%,5.21%,8%,2369,5261,29.72%,70.28%,4904,92,7,39,0,12,
0500000US48309,"McLennan County, Texas",254045,130061,51.20%,48.80%,44.5,20408,8.03%,10888,19033,3433,42807,15575,24558,14174,132209,38732,53695,34608,27991,21.14%,13.62%,11%,68587,191992,27.00%,73.00%,139693,36130,901,4873,146,1065,
0500000US48311,"McMullen County, Texas",724,390,53.87%,46.13%,61.7,13,1.80%,21,28,0,210,33,47,21,409,68,231,61,47,31.91%,8.43%,6%,224,376,30.94%,69.06%,353,1,1,3,5,0,
0500000US48313,"Madison County, Texas",14329,6148,42.91%,57.09%,47.1,368,2.57%,765,284,40,3828,610,940,422,7996,1362,4593,894,980,32.05%,6.24%,7%,3415,10040,23.83%,76.17%,6984,2587,48,101,0,11,
0500000US48315,"Marion County, Texas",9987,5159,51.66%,48.34%,51.4,737,7.38%,400,199,46,2953,549,980,258,6392,1238,3353,748,1026,33.57%,7.49%,10%,389,9336,3.90%,96.10%,6869,1846,69,48,0,45,
0500000US48317,"Martin County, Texas",5676,2773,48.86%,51.15%,60.7,113,1.99%,276,202,49,1101,129,370,255,2543,625,1377,331,419,24.26%,5.83%,7%,2255,2982,39.73%,60.27%,2780,81,22,9,1,19,
0500000US48319,"Mason County, Texas",4248,2159,50.82%,49.18%,61.2,97,2.28%,105,154,22,535,142,700,310,2463,1010,640,296,722,15.07%,6.97%,17%,883,3070,20.79%,79.21%,2948,4,0,2,0,16,
0500000US48321,"Matagorda County, Texas",36791,18416,50.06%,49.94%,53.4,3373,9.17%,1267,1308,58,7201,1828,3112,1594,19778,4706,8468,3136,3170,23.02%,8.52%,9%,15455,20800,42.01%,57.99%,15355,3734,99,700,7,103,
0500000US48323,"Maverick County, Texas",58098,29223,50.30%,49.70%,48.8,5925,10.20%,2218,2500,372,7943,2032,3978,1203,20337,5181,10161,4532,4350,17.49%,7.80%,7%,54936,2951,94.56%,5.44%,1574,129,835,182,4,110,
0500000US48325,"Medina County, Texas",50869,24597,48.35%,51.65%,51.3,2194,4.31%,1936,1384,425,10838,2846,4294,2630,28789,6924,12774,4230,4719,25.11%,8.32%,9%,25455,25293,50.04%,49.96%,22324,1252,158,215,38,188,
